id	debug	name	stackable	members	noted	dummy	weight	value	lendable	tradeable	examine
1877	bowl_ugthankionion	Ugthanki & onion	no	yes	-1	0	300	0	no	yes	
1878	cert_bowl_ugthankionion	Ugthanki & onion	yes	yes	799	0	0	0	no	yes	
1879	bowl_ugthankitomato	Ugthanki & tomato	no	yes	-1	0	300	0	no	yes	
1880	cert_bowl_ugthankitomato	Ugthanki & tomato	yes	yes	799	0	0	0	no	yes	
1881	bowl_oniontomugthanki	Kebab mix	no	yes	-1	0	400	0	no	yes	
1882	cert_bowl_oniontomugthanki	Kebab mix	yes	yes	799	0	0	0	no	yes	
1883	ugthanki_kebab_bad	Ugthanki kebab	no	yes	-1	0	500	0	no	yes	
1884	cert_ugthanki_kebab_bad	Ugthanki kebab	yes	yes	799	0	0	0	no	yes	
1885	ugthanki_kebab	Ugthanki kebab	no	yes	-1	0	500	0	no	yes	
1886	cert_ugthanki_kebab	Ugthanki kebab	yes	yes	799	0	0	0	no	yes	
1887	cake_tin	Cake tin	no	no	-1	0	100	0	no	yes	
1888	cert_cake_tin	Cake tin	yes	no	799	0	0	0	no	yes	
1889	uncooked_cake	Uncooked cake	no	no	-1	0	500	0	no	yes	
1890	cert_uncooked_cake	Uncooked cake	yes	no	799	0	0	0	no	yes	
1891	cake	Cake	no	no	-1	0	300	0	no	yes	
1892	cert_cake	Cake	yes	no	799	0	0	0	no	yes	
1893	partial_cake	2/3 cake	no	no	-1	0	200	0	no	yes	
1894	cert_partial_cake	2/3 cake	yes	no	799	0	0	0	no	yes	
1895	cake_slice	Slice of cake	no	no	-1	0	100	0	no	yes	
1896	cert_cake_slice	Slice of cake	yes	no	799	0	0	0	no	yes	
1897	chocolate_cake	Chocolate cake	no	no	-1	0	300	0	no	yes	
1898	cert_chocolate_cake	Chocolate cake	yes	no	799	0	0	0	no	yes	
1899	partial_chocolate_cake	2/3 chocolate cake	no	no	-1	0	200	0	no	yes	
1900	cert_partial_chocolate_cake	2/3 chocolate cake	yes	no	799	0	0	0	no	yes	
1901	chocolate_slice	Chocolate slice	no	no	-1	0	100	0	no	yes	
1902	cert_chocolate_slice	Chocolate slice	yes	no	799	0	0	0	no	yes	
1903	burnt_cake	Burnt cake	no	no	-1	0	150	0	no	yes	
1904	cert_burnt_cake	Burnt cake	yes	no	799	0	0	0	no	yes	
1905	asgarnian_ale	Asgarnian ale	no	no	-1	0	550	0	no	yes	
1906	cert_asgarnian_ale	Asgarnian ale	yes	no	799	0	0	0	no	yes	
1907	wizards_mind_bomb	Wizard's mind bomb	no	no	-1	0	550	0	no	yes	
1908	cert_wizards_mind_bomb	Wizard's mind bomb	yes	no	799	0	0	0	no	yes	
1909	greenmans_ale	Greenman's ale	no	yes	-1	0	550	0	no	yes	
1910	cert_greenmans_ale	Greenman's ale	yes	yes	799	0	0	0	no	yes	
1911	dragon_bitter	Dragon bitter	no	yes	-1	0	550	0	no	yes	
1912	cert_dragon_bitter	Dragon bitter	yes	yes	799	0	0	0	no	yes	
1913	dwarven_stout	Dwarven stout	no	no	-1	0	550	0	no	yes	
1914	cert_dwarven_stout	Dwarven stout	yes	no	799	0	0	0	no	yes	
1915	grog	Grog	no	yes	-1	0	550	0	no	yes	
1916	cert_grog	Grog	yes	yes	799	0	0	0	no	yes	
1917	beer	Beer	no	no	-1	0	550	0	no	yes	
1918	cert_beer	Beer	yes	no	799	0	0	0	no	yes	
1919	beer_glass	Beer glass	no	no	-1	0	50	0	no	yes	
1920	cert_beer_glass	Beer glass	yes	no	799	0	0	0	no	yes	
1921	bowl_water	Bowl of water	no	no	-1	0	907	0	no	yes	
1922	cert_bowl_water	Bowl of water	yes	no	799	0	0	0	no	yes	
1923	bowl_empty	Bowl	no	no	-1	0	453	0	no	yes	
1924	cert_bowl_empty	Bowl	yes	no	799	0	0	0	no	yes	
1925	bucket_empty	Bucket	no	no	-1	0	1000	0	no	yes	
1926	cert_bucket_empty	Bucket	yes	no	799	0	0	0	no	yes	
1927	bucket_milk	Bucket of milk	no	no	-1	0	2200	0	no	yes	
1928	cert_bucket_milk	Bucket of milk	yes	no	799	0	0	0	no	yes	
1929	bucket_water	Bucket of water	no	no	-1	0	3000	0	no	yes	
1930	cert_bucket_water	Bucket of water	yes	no	799	0	0	0	no	yes	
1931	pot_empty	Pot	no	no	-1	0	453	0	no	yes	
1932	cert_pot_empty	Pot	yes	no	799	0	0	0	no	yes	
1933	pot_flour	Pot of flour	no	no	-1	0	1360	0	no	yes	
1934	cert_pot_flour	Pot of flour	yes	no	799	0	0	0	no	yes	
1935	jug_empty	Jug	no	no	-1	0	453	0	no	yes	
1936	cert_jug_empty	Jug	yes	no	799	0	0	0	no	yes	
1937	jug_water	Jug of water	no	no	-1	0	1000	0	no	yes	
1938	cert_jug_water	Jug of water	yes	no	799	0	0	0	no	yes	
1939	swamp_tar	Swamp tar	yes	yes	-1	0	453	0	no	yes	
1940	rawswamppaste	Raw swamp paste	yes	yes	-1	0	510	0	no	yes	
1941	swamppaste	Swamp paste	yes	yes	-1	0	510	0	no	yes	
1942	potato	Potato	no	no	-1	0	500	0	no	yes	
1943	cert_potato	Potato	yes	no	799	0	0	0	no	yes	
1944	egg	Egg	no	no	-1	0	20	0	no	yes	
1945	cert_egg	Egg	yes	no	799	0	0	0	no	yes	
1946	flour	Flour	no	no	-1	0	500	0	no	no	
1947	grain	Grain	no	no	-1	0	600	0	no	yes	
1948	cert_grain	Grain	yes	no	799	0	0	0	no	yes	
1949	chefs_hat	Chef's hat	no	no	-1	0	907	0	no	yes	
1950	cert_chefs_hat	Chef's hat	yes	no	799	0	0	0	no	yes	
1951	redberries	Redberries	no	no	-1	0	7	0	no	yes	
1952	cert_redberries	Redberries	yes	no	799	0	0	0	no	yes	
1953	pastry_dough	Pastry dough	no	no	-1	0	170	0	no	yes	
1954	cert_pastry_dough	Pastry dough	yes	no	799	0	0	0	no	yes	
1955	cooking_apple	Cooking apple	no	no	-1	0	85	0	no	yes	
1956	cert_cooking_apple	Cooking apple	yes	no	799	0	0	0	no	yes	
1957	onion	Onion	no	no	-1	0	150	0	no	yes	
1958	cert_onion	Onion	yes	no	799	0	0	0	no	yes	
1959	pumpkin	Pumpkin	no	no	-1	0	500	0	no	yes	
1960	cert_pumpkin	Pumpkin	yes	no	799	0	0	0	no	yes	
1961	easter_egg	Easter egg	no	no	-1	0	85	0	no	yes	
1962	cert_easter_egg	Easter egg	yes	no	799	0	0	0	no	yes	
1963	banana	Banana	no	no	-1	0	28	0	no	yes	
1964	cert_banana	Banana	yes	no	799	0	0	0	no	yes	
1965	cabbage	Cabbage	no	no	-1	0	453	0	no	yes	
1966	cert_cabbage	Cabbage	yes	no	799	0	0	0	no	yes	
1967	magic_cabbage	Cabbage	no	no	-1	0	350	0	no	yes	
1968	cert_magic_cabbage	Cabbage	yes	no	799	0	0	0	no	yes	
1969	spinach_roll	Spinach roll	no	no	-1	0	100	0	no	yes	
1970	cert_spinach_roll	Spinach roll	yes	no	799	0	0	0	no	yes	
1971	kebab	Kebab	no	no	-1	0	250	0	no	yes	
1972	cert_kebab	Kebab	yes	no	799	0	0	0	no	yes	
1973	chocolate_bar	Chocolate bar	no	no	-1	0	150	0	no	yes	
1974	cert_chocolate_bar	Chocolate bar	yes	no	799	0	0	0	no	yes	
1975	chocolate_dust	Chocolate dust	no	yes	-1	0	150	0	no	yes	
1976	cert_chocolate_dust	Chocolate dust	yes	yes	799	0	0	0	no	yes	
1977	chocolaty_milk	Chocolaty milk	no	yes	-1	0	2000	0	no	no	
1978	cup_of_tea	Cup of tea	no	yes	-1	0	150	0	no	yes	
1979	cert_cup_of_tea	Cup of tea	yes	yes	799	0	0	0	no	yes	
1980	cup_empty	Empty cup	no	yes	-1	0	50	0	no	yes	
1981	cert_cup_empty	Empty cup	yes	yes	799	0	0	0	no	yes	
1982	tomato	Tomato	no	no	-1	0	80	0	no	yes	
1983	cert_tomato	Tomato	yes	no	799	0	0	0	no	yes	
1984	rottenapples	Rotten apples	no	yes	-1	0	120	0	no	no	
1985	cheese	Cheese	no	no	-1	0	200	0	no	yes	
1986	cert_cheese	Cheese	yes	no	799	0	0	0	no	yes	
1987	grapes	Grapes	no	no	-1	0	250	0	no	yes	
1988	cert_grapes	Grapes	yes	no	799	0	0	0	no	yes	
1989	half_full_wine_jug	Half full wine jug	no	no	-1	0	1000	0	no	yes	
1990	cert_half_full_wine_jug	Half full wine jug	yes	no	799	0	0	0	no	yes	
1991	jug_bad_wine	Jug of bad wine	no	no	-1	0	1500	0	no	yes	
1992	cert_jug_bad_wine	Jug of bad wine	yes	no	799	0	0	0	no	yes	
1993	jug_wine	Jug of wine	no	no	-1	0	1500	0	no	yes	
1994	cert_jug_wine	Jug of wine	yes	no	799	0	0	0	no	yes	
1995	jug_unfermented_wine	Unfermented wine	no	no	-1	0	1500	0	no	yes	
1996	cert_jug_unfermented_wine	Unfermented wine	yes	no	799	0	0	0	no	yes	
1997	stew1	Incomplete stew	no	no	-1	0	1000	0	no	yes	
1998	cert_stew1	Incomplete stew	yes	no	799	0	0	0	no	yes	
1999	stew2	Incomplete stew	no	no	-1	0	1200	0	no	yes	
2000	cert_stew2	Incomplete stew	yes	no	799	0	0	0	no	yes	
2001	uncooked_stew	Uncooked stew	no	no	-1	0	1500	0	no	yes	
2002	cert_uncooked_stew	Uncooked stew	yes	no	799	0	0	0	no	yes	
2003	stew	Stew	no	no	-1	0	1500	0	no	yes	
2004	cert_stew	Stew	yes	no	799	0	0	0	no	yes	
2005	burnt_stew	Burnt stew	no	no	-1	0	1300	0	no	yes	
2006	cert_burnt_stew	Burnt stew	yes	no	799	0	0	0	no	yes	
2007	spicespot	Spice	no	yes	-1	0	200	0	no	yes	
2008	cert_spicespot	Spice	yes	yes	799	0	0	0	no	yes	
2009	uncooked_curry	Uncooked curry	no	yes	-1	0	1500	0	no	yes	
2010	cert_uncooked_curry	Uncooked curry	yes	yes	799	0	0	0	no	yes	
2011	curry	Curry	no	yes	-1	0	1500	0	no	yes	
2012	cert_curry	Curry	yes	yes	799	0	0	0	no	yes	
2013	burnt_curry	Burnt curry	no	yes	-1	0	1300	0	no	yes	
2014	cert_burnt_curry	Burnt curry	yes	yes	799	0	0	0	no	yes	
2015	vodka	Vodka	no	yes	-1	0	1000	0	no	yes	
2016	cert_vodka	Vodka	yes	yes	799	0	0	0	no	yes	
2017	whisky	Whisky	no	yes	-1	0	1000	0	no	yes	
2018	cert_whisky	Whisky	yes	yes	799	0	0	0	no	yes	
2019	gin	Gin	no	yes	-1	0	1000	0	no	yes	
2020	cert_gin	Gin	yes	yes	799	0	0	0	no	yes	
2021	brandy	Brandy	no	yes	-1	0	1000	0	no	yes	
2022	cert_brandy	Brandy	yes	yes	799	0	0	0	no	yes	
2023	cocktail_guide	Cocktail guide	no	yes	-1	0	510	0	no	yes	
2024	cert_cocktail_guide	Cocktail guide	yes	yes	799	0	0	0	no	yes	
2025	cocktail_shaker	Cocktail shaker	no	yes	-1	0	150	0	no	no	
2026	cocktail_glass_empty	Cocktail glass	no	yes	-1	0	100	0	no	yes	
2027	cert_cocktail_glass_empty	Cocktail glass	yes	yes	799	0	0	0	no	yes	
2028	premade_blurberry_special	Blurberry special	no	yes	-1	0	450	0	no	yes	
2029	cert_premade_blurberry_special	Blurberry special	yes	yes	799	0	0	0	no	yes	
2030	premade_choc_saturday	Choc saturday	no	yes	-1	0	450	0	no	yes	
2031	cert_premade_choc_saturday	Choc saturday	yes	yes	799	0	0	0	no	yes	
2032	premade_drunk_dragon	Drunk dragon	no	yes	-1	0	450	0	no	yes	
2033	cert_premade_drunk_dragon	Drunk dragon	yes	yes	799	0	0	0	no	yes	
2034	premade_fruit_blast	Fruit blast	no	yes	-1	0	450	0	no	yes	
2035	cert_premade_fruit_blast	Fruit blast	yes	yes	799	0	0	0	no	yes	
2036	premade_pineapple_punch	Pineapple punch	no	yes	-1	0	450	0	no	yes	
2037	cert_premade_pineapple_punch	Pineapple punch	yes	yes	799	0	0	0	no	yes	
2038	premade_sgg	Sgg	no	yes	-1	0	450	0	no	yes	
2039	cert_premade_sgg	Sgg	yes	yes	799	0	0	0	no	yes	
2040	premade_wizard_blizzard	Wizard blizzard	no	yes	-1	0	450	0	no	yes	
2041	cert_premade_wizard_blizzard	Wizard blizzard	yes	yes	799	0	0	0	no	yes	
2042	unfinished_pineapple_punch1	Unfinished cocktail	no	yes	-1	0	400	0	no	yes	
2043	cert_unfinished_pineapple_punch1	Unfinished cocktail	yes	yes	799	0	0	0	no	yes	
2044	unfinished_pineapple_punch2	Unfinished cocktail	no	yes	-1	0	400	0	no	yes	
2045	cert_unfinished_pineapple_punch2	Unfinished cocktail	yes	yes	799	0	0	0	no	yes	
2046	unfinished_pineapple_punch3	Unfinished cocktail	no	yes	-1	0	400	0	no	yes	
2047	cert_unfinished_pineapple_punch3	Unfinished cocktail	yes	yes	799	0	0	0	no	yes	
2048	pineapple_punch	Pineapple punch	no	yes	-1	0	500	0	no	yes	
2049	cert_pineapple_punch	Pineapple punch	yes	yes	799	0	0	0	no	yes	
2050	unfinished_wizard_blizzard1	Unfinished cocktail	no	yes	-1	0	400	0	no	yes	
2051	cert_unfinished_wizard_blizzard1	Unfinished cocktail	yes	yes	799	0	0	0	no	yes	
2052	unfinished_wizard_blizzard2	Unfinished cocktail	no	yes	-1	0	400	0	no	yes	
2053	cert_unfinished_wizard_blizzard2	Unfinished cocktail	yes	yes	799	0	0	0	no	yes	
2054	wizard_blizzard	Wizard blizzard	no	yes	-1	0	500	0	no	yes	
2055	cert_wizard_blizzard	Wizard blizzard	yes	yes	799	0	0	0	no	yes	
2056	unfinished_blurberry_special1	Unfinished cocktail	no	yes	-1	0	400	0	no	yes	
2057	cert_unfinished_blurberry_special1	Unfinished cocktail	yes	yes	799	0	0	0	no	yes	
2058	unfinished_blurberry_special2	Unfinished cocktail	no	yes	-1	0	400	0	no	yes	
2059	cert_unfinished_blurberry_special2	Unfinished cocktail	yes	yes	799	0	0	0	no	yes	
2060	unfinished_blurberry_special3	Unfinished cocktail	no	yes	-1	0	400	0	no	yes	
2061	cert_unfinished_blurberry_special3	Unfinished cocktail	yes	yes	799	0	0	0	no	yes	
2062	unfinished_blurberry_special4	Unfinished cocktail	no	yes	-1	0	400	0	no	yes	
2063	cert_unfinished_blurberry_special4	Unfinished cocktail	yes	yes	799	0	0	0	no	yes	
2064	blurberry_special	Blurberry special	no	yes	-1	0	500	0	no	yes	
2065	cert_blurberry_special	Blurberry special	yes	yes	799	0	0	0	no	yes	
2066	unfinished_chocolate_saturday1	Unfinished cocktail	no	yes	-1	0	400	0	no	yes	
2067	cert_unfinished_chocolate_saturday1	Unfinished cocktail	yes	yes	799	0	0	0	no	yes	
2068	unfinished_chocolate_saturday2	Unfinished cocktail	no	yes	-1	0	400	0	no	yes	
2069	cert_unfinished_chocolate_saturday2	Unfinished cocktail	yes	yes	799	0	0	0	no	yes	
2070	unfinished_chocolate_saturday3	Unfinished cocktail	no	yes	-1	0	400	0	no	yes	
2071	cert_unfinished_chocolate_saturday3	Unfinished cocktail	yes	yes	799	0	0	0	no	yes	
2072	unfinished_chocolate_saturday4	Unfinished cocktail	no	yes	-1	0	400	0	no	yes	
2073	cert_unfinished_chocolate_saturday4	Unfinished cocktail	yes	yes	799	0	0	0	no	yes	
2074	chocolate_saturday	Choc saturday	no	yes	-1	0	500	0	no	yes	
2075	cert_chocolate_saturday	Choc saturday	yes	yes	799	0	0	0	no	yes	
2076	unfinished_sgg1	Unfinished cocktail	no	yes	-1	0	400	0	no	yes	
2077	cert_unfinished_sgg1	Unfinished cocktail	yes	yes	799	0	0	0	no	yes	
2078	unfinished_sgg2	Unfinished cocktail	no	yes	-1	0	400	0	no	yes	
2079	cert_unfinished_sgg2	Unfinished cocktail	yes	yes	799	0	0	0	no	yes	
2080	sgg	Sgg	no	yes	-1	0	500	0	no	yes	
2081	cert_sgg	Sgg	yes	yes	799	0	0	0	no	yes	
2082	unfinished_fruit_blast1	Unfinished cocktail	no	yes	-1	0	400	0	no	yes	
2083	cert_unfinished_fruit_blast1	Unfinished cocktail	yes	yes	799	0	0	0	no	yes	
2084	fruit_blast	Fruit blast	no	yes	-1	0	500	0	no	yes	
2085	cert_fruit_blast	Fruit blast	yes	yes	799	0	0	0	no	yes	
2086	unfinished_drunk_dragon1	Unfinished cocktail	no	yes	-1	0	400	0	no	yes	
2087	cert_unfinished_drunk_dragon1	Unfinished cocktail	yes	yes	799	0	0	0	no	yes	
2088	unfinished_drunk_dragon2	Unfinished cocktail	no	yes	-1	0	400	0	no	yes	
2089	cert_unfinished_drunk_dragon2	Unfinished cocktail	yes	yes	799	0	0	0	no	yes	
2090	unfinished_drunk_dragon3	Unfinished cocktail	no	yes	-1	0	400	0	no	yes	
2091	cert_unfinished_drunk_dragon3	Unfinished cocktail	yes	yes	799	0	0	0	no	yes	
2092	drunk_dragon	Drunk dragon	no	yes	-1	0	500	0	no	yes	
2093	cert_drunk_dragon	Drunk dragon	yes	yes	799	0	0	0	no	yes	
2094	spoilt_cocktail	Odd cocktail	no	yes	-1	0	400	0	no	yes	
2095	cert_spoilt_cocktail	Odd cocktail	yes	yes	799	0	0	0	no	yes	
2096	spoilt_cocktail_fruity	Odd cocktail	no	yes	-1	0	400	0	no	yes	
2097	cert_spoilt_cocktail_fruity	Odd cocktail	yes	yes	799	0	0	0	no	yes	
2098	spoilt_cocktail_creamy	Odd cocktail	no	yes	-1	0	400	0	no	yes	
2099	cert_spoilt_cocktail_creamy	Odd cocktail	yes	yes	799	0	0	0	no	yes	
2100	spoilt_cocktail_slice	Odd cocktail	no	yes	-1	0	400	0	no	yes	
2101	cert_spoilt_cocktail_slice	Odd cocktail	yes	yes	799	0	0	0	no	yes	
2102	lemon	Lemon	no	yes	-1	0	100	0	no	yes	
2103	cert_lemon	Lemon	yes	yes	799	0	0	0	no	yes	
2104	lemon_chunks	Lemon chunks	no	yes	-1	0	80	0	no	yes	
2105	cert_lemon_chunks	Lemon chunks	yes	yes	799	0	0	0	no	yes	
2106	lemon_slices	Lemon slices	no	yes	-1	0	80	0	no	yes	
2107	cert_lemon_slices	Lemon slices	yes	yes	799	0	0	0	no	yes	
2108	orange	Orange	no	yes	-1	0	110	0	no	yes	
2109	cert_orange	Orange	yes	yes	799	0	0	0	no	yes	
2110	orange_chunks	Orange chunks	no	yes	-1	0	90	0	no	yes	
2111	cert_orange_chunks	Orange chunks	yes	yes	799	0	0	0	no	yes	
2112	orange_slices	Orange slices	no	yes	-1	0	90	0	no	yes	
2113	cert_orange_slices	Orange slices	yes	yes	799	0	0	0	no	yes	
2114	pineapple	Pineapple	no	yes	-1	0	150	0	no	yes	
2115	cert_pineapple	Pineapple	yes	yes	799	0	0	0	no	yes	
2116	pineapple_chunks	Pineapple chunks	no	yes	-1	0	120	0	no	yes	
2117	cert_pineapple_chunks	Pineapple chunks	yes	yes	799	0	0	0	no	yes	
2118	pineapple_ring	Pineapple ring	no	yes	-1	0	30	0	no	yes	
2119	cert_pineapple_ring	Pineapple ring	yes	yes	799	0	0	0	no	yes	
2120	lime	Lime	no	yes	-1	0	100	0	no	yes	
2121	cert_lime	Lime	yes	yes	799	0	0	0	no	yes	
2122	lime_chunks	Lime chunks	no	yes	-1	0	80	0	no	yes	
2123	cert_lime_chunks	Lime chunks	yes	yes	799	0	0	0	no	yes	
2124	lime_slices	Lime slices	no	yes	-1	0	80	0	no	yes	
2125	cert_lime_slices	Lime slices	yes	yes	799	0	0	0	no	yes	
2126	dwellberries	Dwellberries	no	yes	-1	0	14	0	no	yes	
2127	cert_dwellberries	Dwellberries	yes	yes	799	0	0	0	no	yes	
2128	equa_leaves	Equa leaves	no	yes	-1	0	14	0	no	yes	
2129	cert_equa_leaves	Equa leaves	yes	yes	799	0	0	0	no	yes	
2130	pot_of_cream	Pot of cream	no	yes	-1	0	200	0	no	yes	
2131	cert_pot_of_cream	Pot of cream	yes	yes	799	0	0	0	no	yes	
2132	raw_beef	Raw beef	no	no	-1	0	340	0	no	yes	
2133	cert_raw_beef	Raw beef	yes	no	799	0	0	0	no	yes	
2134	raw_rat_meat	Raw rat meat	no	no	-1	0	141	0	no	yes	
2135	cert_raw_rat_meat	Raw rat meat	yes	no	799	0	0	0	no	yes	
2136	raw_bear_meat	Raw bear meat	no	no	-1	0	425	0	no	yes	
2137	cert_raw_bear_meat	Raw bear meat	yes	no	799	0	0	0	no	yes	
2138	raw_chicken	Raw chicken	no	no	-1	0	170	0	no	yes	
2139	cert_raw_chicken	Raw chicken	yes	no	799	0	0	0	no	yes	
2140	cooked_chicken	Cooked chicken	no	no	-1	0	141	0	no	yes	
2141	cert_cooked_chicken	Cooked chicken	yes	no	799	0	0	0	no	yes	
2142	cooked_meat	Cooked meat	no	no	-1	0	283	0	no	yes	
2143	cert_cooked_meat	Cooked meat	yes	no	799	0	0	0	no	yes	
2144	burnt_chicken	Burnt chicken	no	no	-1	0	113	0	no	yes	
2145	cert_burnt_chicken	Burnt chicken	yes	no	799	0	0	0	no	yes	
2146	burnt_meat	Burnt meat	no	no	-1	0	226	0	no	yes	
2147	cert_burnt_meat	Burnt meat	yes	no	799	0	0	0	no	yes	
2148	raw_lava_eel	Raw lava eel	no	yes	-1	0	226	0	no	no	
2149	lava_eel	Lava eel	no	yes	-1	0	198	0	no	no	
2150	swamp_toad	Swamp toad	no	yes	-1	0	500	0	no	yes	
2151	cert_swamp_toad	Swamp toad	yes	yes	799	0	0	0	no	yes	
2152	toads_legs	Toad's legs	no	yes	-1	0	150	0	no	yes	
2153	cert_toads_legs	Toad's legs	yes	yes	799	0	0	0	no	yes	
2154	equa_toads_legs	Equa toad's legs	no	yes	-1	0	150	0	no	yes	
2155	cert_equa_toads_legs	Equa toad's legs	yes	yes	799	0	0	0	no	yes	
2156	spicy_toads_legs	Spicy toad's legs	no	yes	-1	0	150	0	no	yes	
2157	cert_spicy_toads_legs	Spicy toad's legs	yes	yes	799	0	0	0	no	yes	
2158	seasoned_toads_legs	Seasoned legs	no	yes	-1	0	150	0	no	yes	
2159	cert_seasoned_toads_legs	Seasoned legs	yes	yes	799	0	0	0	no	yes	
2160	spicy_worm	Spicy worm	no	yes	-1	0	100	0	no	yes	
2161	cert_spicy_worm	Spicy worm	yes	yes	799	0	0	0	no	yes	
2162	king_worm	King worm	no	yes	-1	0	120	0	no	yes	
2163	cert_king_worm	King worm	yes	yes	799	0	0	0	no	yes	
2164	batta_tin	Batta tin	no	yes	-1	0	100	0	no	no	
2165	crunchy_tray	Crunchy tray	no	yes	-1	0	100	0	no	no	
2166	gnomebowl_mould	Gnomebowl mould	no	yes	-1	0	150	0	no	no	
2167	giannes_cook_book	Gianne's cook book	no	yes	-1	0	510	0	no	yes	
2168	cert_giannes_cook_book	Gianne's cook book	yes	yes	799	0	0	0	no	yes	
2169	gnome_spice	Gnome spice	no	yes	-1	0	150	0	no	yes	
2170	cert_gnome_spice	Gnome spice	yes	yes	799	0	0	0	no	yes	
2171	gianne_dough	Gianne dough	no	yes	-1	0	500	0	no	yes	
2172	cert_gianne_dough	Gianne dough	yes	yes	799	0	0	0	no	yes	
2173	spoilt_gnomebowl	Odd gnomebowl	no	yes	-1	0	250	0	no	yes	
2174	cert_spoilt_gnomebowl	Odd gnomebowl	yes	yes	799	0	0	0	no	yes	
2175	burnt_gnomebowl	Burnt gnomebowl	no	yes	-1	0	220	0	no	yes	
2176	cert_burnt_gnomebowl	Burnt gnomebowl	yes	yes	799	0	0	0	no	yes	
2177	half_baked_bowl	Half baked bowl	no	yes	-1	0	275	0	no	no	
2178	raw_gnomebowl	Raw gnomebowl	no	yes	-1	0	300	0	no	no	
2179	unfinished_chocolate_bomb1	Unfinished bowl	no	yes	-1	0	300	0	no	yes	
2180	cert_unfinished_chocolate_bomb1	Unfinished bowl	yes	yes	799	0	0	0	no	yes	
2181	unfinished_chocolate_bomb2	Unfinished bowl	no	yes	-1	0	300	0	no	yes	
2182	cert_unfinished_chocolate_bomb2	Unfinished bowl	yes	yes	799	0	0	0	no	yes	
2183	unfinished_chocolate_bomb3	Unfinished bowl	no	yes	-1	0	300	0	no	yes	
2184	cert_unfinished_chocolate_bomb3	Unfinished bowl	yes	yes	799	0	0	0	no	yes	
2185	chocolate_bomb	Chocolate bomb	no	yes	-1	0	350	0	no	yes	
2186	cert_chocolate_bomb	Chocolate bomb	yes	yes	799	0	0	0	no	yes	
2187	tangled_toads_legs	Tangled toad's legs	no	yes	-1	0	350	0	no	yes	
2188	cert_tangled_toads_legs	Tangled toad's legs	yes	yes	799	0	0	0	no	yes	
2189	unfinished_worm_hole	Unfinished bowl	no	yes	-1	0	300	0	no	yes	
2190	cert_unfinished_worm_hole	Unfinished bowl	yes	yes	799	0	0	0	no	yes	
2191	worm_hole	Worm hole	no	yes	-1	0	350	0	no	yes	
2192	cert_worm_hole	Worm hole	yes	yes	799	0	0	0	no	yes	
2193	unfinished_veg_ball	Unfinished bowl	no	yes	-1	0	300	0	no	yes	
2194	cert_unfinished_veg_ball	Unfinished bowl	yes	yes	799	0	0	0	no	yes	
2195	veg_ball	Veg ball	no	yes	-1	0	350	0	no	yes	
2196	cert_veg_ball	Veg ball	yes	yes	799	0	0	0	no	yes	
2197	spoilt_crunchies	Odd crunchies	no	yes	-1	0	300	0	no	yes	
2198	cert_spoilt_crunchies	Odd crunchies	yes	yes	799	0	0	0	no	yes	
2199	burnt_crunchies	Burnt crunchies	no	yes	-1	0	250	0	no	yes	
2200	cert_burnt_crunchies	Burnt crunchies	yes	yes	799	0	0	0	no	yes	
2201	half_baked_crunchy	Half baked crunchy	no	yes	-1	0	350	0	no	no	
2202	raw_crunchies	Raw crunchies	no	yes	-1	0	400	0	no	no	
2203	unfinished_worm_crunchies	Unfinished crunchy	no	yes	-1	0	300	0	no	yes	
2204	cert_unfinished_worm_crunchies	Unfinished crunchy	yes	yes	799	0	0	0	no	yes	
2205	worm_crunchies	Worm crunchies	no	yes	-1	0	250	0	no	yes	
2206	cert_worm_crunchies	Worm crunchies	yes	yes	799	0	0	0	no	yes	
2207	unfinished_chocchip_crunchies	Unfinished crunchy	no	yes	-1	0	300	0	no	yes	
2208	cert_unfinished_chocchip_crunchies	Unfinished crunchy	yes	yes	799	0	0	0	no	yes	
2209	chocchip_crunchies	Chocchip crunchies	no	yes	-1	0	250	0	no	yes	
2210	cert_chocchip_crunchies	Chocchip crunchies	yes	yes	799	0	0	0	no	yes	
2211	unfinished_spicy_crunchies	Unfinished crunchy	no	yes	-1	0	300	0	no	yes	
2212	cert_unfinished_spicy_crunchies	Unfinished crunchy	yes	yes	799	0	0	0	no	yes	
2213	spicy_crunchies	Spicy crunchies	no	yes	-1	0	250	0	no	yes	
2214	cert_spicy_crunchies	Spicy crunchies	yes	yes	799	0	0	0	no	yes	
2215	unfinished_toad_crunchies	Unfinished crunchy	no	yes	-1	0	300	0	no	yes	
2216	cert_unfinished_toad_crunchies	Unfinished crunchy	yes	yes	799	0	0	0	no	yes	
2217	toad_crunchies	Toad crunchies	no	yes	-1	0	250	0	no	yes	
2218	cert_toad_crunchies	Toad crunchies	yes	yes	799	0	0	0	no	yes	
2219	premade_worm_batta	Worm batta	no	yes	-1	0	250	0	no	yes	
2220	cert_premade_worm_batta	Worm batta	yes	yes	799	0	0	0	no	yes	
2221	premade_toad_batta	Toad batta	no	yes	-1	0	250	0	no	yes	
2222	cert_premade_toad_batta	Toad batta	yes	yes	799	0	0	0	no	yes	
2223	premade_cheese+tom_batta	Cheese+tom batta	no	yes	-1	0	250	0	no	yes	
2224	cert_premade_cheese+tom_batta	Cheese+tom batta	yes	yes	799	0	0	0	no	yes	
